Ano	Estado	Mes	Numero	Periodo
2006	PE	Maio	1	01/01/2006
2007	PE	Maio	0	01/01/2007
2008	PE	Maio	0	01/01/2008
2009	PE	Maio	0	01/01/2009
2010	PE	Maio	8	01/01/2010
2011	PE	Maio	1	01/01/2011
2012	PE	Maio	36	01/01/2012
2013	PE	Maio	9	01/01/2013
2014	PE	Maio	4	01/01/2014
2015	PE	Maio	17	01/01/2015
2016	PE	Maio	6	01/01/2016
2017	PE	Maio	13	01/01/2017
1998	PE	Junho	1	01/01/1998
1999	PE	Junho	7	01/01/1999
2000	PE	Junho	4	01/01/2000
2001	PE	Junho	2	01/01/2001
2002	PE	Junho	1	01/01/2002
2003	PE	Junho	2	01/01/2003
2004	PE	Junho	4	01/01/2004
2005	PE	Junho	3	01/01/2005
2006	PE	Junho	0	01/01/2006
2007	PE	Junho	1	01/01/2007
2008	PE	Junho	0	01/01/2008
2009	PE	Junho	1	01/01/2009
2010	PE	Junho	1	01/01/2010
2011	PE	Junho	4	01/01/2011
2012	PE	Junho	12	01/01/2012
2013	PE	Junho	12	01/01/2013
2014	PE	Junho	3	01/01/2014
2015	PE	Junho	3	01/01/2015
2016	PE	Junho	4	01/01/2016
2017	PE	Junho	5	01/01/2017
1998	PE	Julho	5	01/01/1998
1999	PE	Julho	2	01/01/1999
2000	PE	Julho	0	01/01/2000
2001	PE	Julho	6	01/01/2001
2002	PE	Julho	8	01/01/2002
2003	PE	Julho	5	01/01/2003
2004	PE	Julho	13	01/01/2004
2005	PE	Julho	1	01/01/2005
2006	PE	Julho	1	01/01/2006
2007	PE	Julho	3	01/01/2007
2008	PE	Julho	0	01/01/2008
2009	PE	Julho	1	01/01/2009
2010	PE	Julho	7	01/01/2010
2011	PE	Julho	2	01/01/2011
2012	PE	Julho	11	01/01/2012
2013	PE	Julho	4	01/01/2013
2014	PE	Julho	11	01/01/2014
2015	PE	Julho	13	01/01/2015
2016	PE	Julho	17	01/01/2016
2017	PE	Julho	2	01/01/2017
1998	PE	Agosto	12	01/01/1998
1999	PE	Agosto	3	01/01/1999
2000	PE	Agosto	31	01/01/2000
2001	PE	Agosto	27	01/01/2001
2002	PE	Agosto	37	01/01/2002
2003	PE	Agosto	26	01/01/2003
2004	PE	Agosto	41	01/01/2004
2005	PE	Agosto	10	01/01/2005
2006	PE	Agosto	8	01/01/2006
2007	PE	Agosto	20	01/01/2007
2008	PE	Agosto	2	01/01/2008
2009	PE	Agosto	10	01/01/2009
2010	PE	Agosto	29	01/01/2010
2011	PE	Agosto	27	01/01/2011
2012	PE	Agosto	27	01/01/2012
2013	PE	Agosto	14	01/01/2013
2014	PE	Agosto	23	01/01/2014
2015	PE	Agosto	21	01/01/2015
2016	PE	Agosto	42	01/01/2016
2017	PE	Agosto	20	01/01/2017
1998	PE	Setembro	177	01/01/1998
1999	PE	Setembro	64	01/01/1999
2000	PE	Setembro	130	01/01/2000
2001	PE	Setembro	298	01/01/2001
2002	PE	Setembro	374	01/01/2002
2003	PE	Setembro	510	01/01/2003
2004	PE	Setembro	192	01/01/2004
2005	PE	Setembro	154	01/01/2005
2006	PE	Setembro	147	01/01/2006
2007	PE	Setembro	164	01/01/2007
2008	PE	Setembro	92	01/01/2008
2009	PE	Setembro	164	01/01/2009
2010	PE	Setembro	179	01/01/2010
2011	PE	Setembro	243	01/01/2011
2012	PE	Setembro	192	01/01/2012
2013	PE	Setembro	143	01/01/2013
2014	PE	Setembro	63	01/01/2014
2015	PE	Setembro	116	01/01/2015
2016	PE	Setembro	171	01/01/2016
2017	PE	Setembro	69	01/01/2017
1998	PE	Outubro	372	01/01/1998
1999	PE	Outubro	180	01/01/1999
2000	PE	Outubro	411	01/01/2000
2001	PE	Outubro	461	01/01/2001
2002	PE	Outubro	638	01/01/2002
2003	PE	Outubro	859	01/01/2003
2004	PE	Outubro	545	01/01/2004
2005	PE	Outubro	408	01/01/2005
2006	PE	Outubro	310	01/01/2006
2007	PE	Outubro	702	01/01/2007
2008	PE	Outubro	274	01/01/2008
2009	PE	Outubro	254	01/01/2009
2010	PE	Outubro	347	01/01/2010
2011	PE	Outubro	461	01/01/2011
2012	PE	Outubro	222	01/01/2012
2013	PE	Outubro	161	01/01/2013
2014	PE	Outubro	174	01/01/2014
2015	PE	Outubro	194	01/01/2015
2016	PE	Outubro	319	01/01/2016
2017	PE	Outubro	256	01/01/2017
1998	PE	Novembro	141	01/01/1998
1999	PE	Novembro	41	01/01/1999
2000	PE	Novembro	64	01/01/2000
2001	PE	Novembro	208	01/01/2001
2002	PE	Novembro	521	01/01/2002
2003	PE	Novembro	560	01/01/2003
2004	PE	Novembro	465	01/01/2004
2005	PE	Novembro	452	01/01/2005
2006	PE	Novembro	385	01/01/2006
2007	PE	Novembro	359	01/01/2007
2008	PE	Novembro	363	01/01/2008
2009	PE	Novembro	486	01/01/2009
2010	PE	Novembro	831	01/01/2010
2011	PE	Novembro	352	01/01/2011
2012	PE	Novembro	181	01/01/2012
2013	PE	Novembro	110	01/01/2013
2014	PE	Novembro	111	01/01/2014
2015	PE	Novembro	315	01/01/2015
2016	PE	Novembro	191	01/01/2016
2017	PE	Novembro	66	01/01/2017
1998	PE	Dezembro	59	01/01/1998
1999	PE	Dezembro	16	01/01/1999
2000	PE	Dezembro	22	01/01/2000
2001	PE	Dezembro	62	01/01/2001
2002	PE	Dezembro	259	01/01/2002
2003	PE	Dezembro	229	01/01/2003
2004	PE	Dezembro	373	01/01/2004
2005	PE	Dezembro	191	01/01/2005
2006	PE	Dezembro	207	01/01/2006
2007	PE	Dezembro	200	01/01/2007
2008	PE	Dezembro	203	01/01/2008
2009	PE	Dezembro	351	01/01/2009
2010	PE	Dezembro	117	01/01/2010
2011	PE	Dezembro	364	01/01/2011
2012	PE	Dezembro	108	01/01/2012
2013	PE	Dezembro	141	01/01/2013
2014	PE	Dezembro	101	01/01/2014
2015	PE	Dezembro	176	01/01/2015
2016	PE	Dezembro	161	01/01/2016
1998	PI	Janeiro	0	01/01/1998
1999	PI	Janeiro	21	01/01/1999
2000	PI	Janeiro	5	01/01/2000
2001	PI	Janeiro	29	01/01/2001
2002	PI	Janeiro	33	01/01/2002
2003	PI	Janeiro	86	01/01/2003
2004	PI	Janeiro	42	01/01/2004
2005	PI	Janeiro	94	01/01/2005
2006	PI	Janeiro	133	01/01/2006
2007	PI	Janeiro	123	01/01/2007
2008	PI	Janeiro	61	01/01/2008
2009	PI	Janeiro	79	01/01/2009
2010	PI	Janeiro	99	01/01/2010
2011	PI	Janeiro	39	01/01/2011
2012	PI	Janeiro	80	01/01/2012
2013	PI	Janeiro	72	01/01/2013
2014	PI	Janeiro	79	01/01/2014
2015	PI	Janeiro	92	01/01/2015
2016	PI	Janeiro	94	01/01/2016
2017	PI	Janeiro	85	01/01/2017
1998	PI	Fevereiro	0	01/01/1998
1999	PI	Fevereiro	22	01/01/1999
2000	PI	Fevereiro	12	01/01/2000
2001	PI	Fevereiro	0	01/01/2001
2002	PI	Fevereiro	160	01/01/2002
2003	PI	Fevereiro	3	01/01/2003
2004	PI	Fevereiro	20	01/01/2004
2005	PI	Fevereiro	26	01/01/2005
2006	PI	Fevereiro	23	01/01/2006
2007	PI	Fevereiro	11	01/01/2007
2008	PI	Fevereiro	21	01/01/2008
2009	PI	Fevereiro	19	01/01/2009
2010	PI	Fevereiro	54	01/01/2010
2011	PI	Fevereiro	11	01/01/2011
2012	PI	Fevereiro	31	01/01/2012
2013	PI	Fevereiro	68	01/01/2013
2014	PI	Fevereiro	14	01/01/2014
2015	PI	Fevereiro	38	01/01/2015
2016	PI	Fevereiro	97	01/01/2016
2017	PI	Fevereiro	24	01/01/2017
1998	PI	Março	0	01/01/1998
1999	PI	Março	4	01/01/1999
2000	PI	Março	14	01/01/2000
2001	PI	Março	2	01/01/2001
2002	PI	Março	63	01/01/2002
2003	PI	Março	15	01/01/2003
2004	PI	Março	27	01/01/2004
2005	PI	Março	13	01/01/2005
2006	PI	Março	18	01/01/2006
2007	PI	Março	31	01/01/2007
2008	PI	Março	4	01/01/2008
2009	PI	Março	17	01/01/2009
2010	PI	Março	47	01/01/2010
2011	PI	Março	15	01/01/2011
2012	PI	Março	71	01/01/2012
2013	PI	Março	14	01/01/2013
2014	PI	Março	88	01/01/2014
2015	PI	Março	35	01/01/2015
2016	PI	Março	53	01/01/2016
2017	PI	Março	25	01/01/2017
1998	PI	Abril	0	01/01/1998
1999	PI	Abril	10	01/01/1999
2000	PI	Abril	15	01/01/2000
2001	PI	Abril	1	01/01/2001
2002	PI	Abril	87	01/01/2002
2003	PI	Abril	22	01/01/2003
2004	PI	Abril	10	01/01/2004
2005	PI	Abril	3	01/01/2005
2006	PI	Abril	1	01/01/2006
2007	PI	Abril	9	01/01/2007
2008	PI	Abril	7	01/01/2008
2009	PI	Abril	8	01/01/2009
2010	PI	Abril	56	01/01/2010
2011	PI	Abril	16	01/01/2011
2012	PI	Abril	119	01/01/2012
2013	PI	Abril	34	01/01/2013
2014	PI	Abril	63	01/01/2014
2015	PI	Abril	50	01/01/2015
2016	PI	Abril	35	01/01/2016
2017	PI	Abril	25	01/01/2017
1998	PI	Maio	0	01/01/1998
1999	PI	Maio	8	01/01/1999
2000	PI	Maio	25	01/01/2000
2001	PI	Maio	36	01/01/2001
2002	PI	Maio	84	01/01/2002
2003	PI	Maio	13	01/01/2003
2004	PI	Maio	80	01/01/2004
2005	PI	Maio	22	01/01/2005
2006	PI	Maio	0	01/01/2006
2007	PI	Maio	52	01/01/2007
2008	PI	Maio	12	01/01/2008
2009	PI	Maio	12	01/01/2009
2010	PI	Maio	231	01/01/2010
2011	PI	Maio	77	01/01/2011
2012	PI	Maio	334	01/01/2012
2013	PI	Maio	40	01/01/2013
2014	PI	Maio	138	01/01/2014
2015	PI	Maio	66	01/01/2015
2016	PI	Maio	60	01/01/2016
2017	PI	Maio	36	01/01/2017
1998	PI	Junho	46	01/01/1998
1999	PI	Junho	47	01/01/1999
2000	PI	Junho	18	01/01/2000
2001	PI	Junho	87	01/01/2001
2002	PI	Junho	161	01/01/2002
2003	PI	Junho	88	01/01/2003
2004	PI	Junho	239	01/01/2004
2005	PI	Junho	171	01/01/2005
2006	PI	Junho	40	01/01/2006
2007	PI	Junho	303	01/01/2007
2008	PI	Junho	33	01/01/2008
2009	PI	Junho	56	01/01/2009
2010	PI	Junho	208	01/01/2010
2011	PI	Junho	462	01/01/2011
2012	PI	Junho	834	01/01/2012
2013	PI	Junho	263	01/01/2013
2014	PI	Junho	373	01/01/2014
2015	PI	Junho	283	01/01/2015
2016	PI	Junho	153	01/01/2016
2017	PI	Junho	193	01/01/2017
1998	PI	Julho	189	01/01/1998
1999	PI	Julho	123	01/01/1999
2000	PI	Julho	75	01/01/2000
2001	PI	Julho	337	01/01/2001
2002	PI	Julho	534	01/01/2002
2003	PI	Julho	407	01/01/2003
2004	PI	Julho	564	01/01/2004
2005	PI	Julho	445	01/01/2005
2006	PI	Julho	150	01/01/2006
2007	PI	Julho	919	01/01/2007
2008	PI	Julho	97	01/01/2008
2009	PI	Julho	302	01/01/2009
2010	PI	Julho	1.696	01/01/2010
2011	PI	Julho	864	01/01/2011
2012	PI	Julho	1.755	01/01/2012
2013	PI	Julho	361	01/01/2013
2014	PI	Julho	1.177	01/01/2014
2015	PI	Julho	690	01/01/2015
2016	PI	Julho	754	01/01/2016
2017	PI	Julho	643	01/01/2017
1998	PI	Agosto	711	01/01/1998
1999	PI	Agosto	499	01/01/1999
2000	PI	Agosto	415	01/01/2000
2001	PI	Agosto	1.133	01/01/2001
2002	PI	Agosto	2.280	01/01/2002
2003	PI	Agosto	864	01/01/2003
2004	PI	Agosto	1.002	01/01/2004
2005	PI	Agosto	943	01/01/2005
2006	PI	Agosto	911	01/01/2006
2007	PI	Agosto	3.551	01/01/2007
2008	PI	Agosto	290	01/01/2008
2009	PI	Agosto	790	01/01/2009
2010	PI	Agosto	4.035	01/01/2010
2011	PI	Agosto	1.958	01/01/2011
2012	PI	Agosto	3.614	01/01/2012
2013	PI	Agosto	1.015	01/01/2013
2014	PI	Agosto	2.265	01/01/2014
2015	PI	Agosto	2.057	01/01/2015
2016	PI	Agosto	1.647	01/01/2016
2017	PI	Agosto	1.572	01/01/2017
1998	PI	Setembro	1.991	01/01/1998
1999	PI	Setembro	872	01/01/1999
2000	PI	Setembro	1.099	01/01/2000
2001	PI	Setembro	2.401	01/01/2001
2002	PI	Setembro	2.475	01/01/2002
2003	PI	Setembro	3.399	01/01/2003
2004	PI	Setembro	2.662	01/01/2004
2005	PI	Setembro	3.136	01/01/2005
2006	PI	Setembro	1.618	01/01/2006
2007	PI	Setembro	4.078	01/01/2007
2008	PI	Setembro	1.472	01/01/2008
2009	PI	Setembro	1.709	01/01/2009
2010	PI	Setembro	5.392	01/01/2010
2011	PI	Setembro	4.402	01/01/2011
2012	PI	Setembro	4.479	01/01/2012
2013	PI	Setembro	2.311	01/01/2013
2014	PI	Setembro	2.536	01/01/2014
2015	PI	Setembro	5.828	01/01/2015
2016	PI	Setembro	1.394	01/01/2016
2017	PI	Setembro	3.422	01/01/2017
1998	PI	Outubro	2.586	01/01/1998
1999	PI	Outubro	1.438	01/01/1999
2000	PI	Outubro	2.558	01/01/2000
2001	PI	Outubro	3.742	01/01/2001
2002	PI	Outubro	2.757	01/01/2002
2003	PI	Outubro	2.332	01/01/2003
2004	PI	Outubro	2.144	01/01/2004
2005	PI	Outubro	3.263	01/01/2005
2006	PI	Outubro	1.443	01/01/2006
2007	PI	Outubro	2.331	01/01/2007
2008	PI	Outubro	1.830	01/01/2008
2009	PI	Outubro	913	01/01/2009
2010	PI	Outubro	3.863	01/01/2010
2011	PI	Outubro	1.484	01/01/2011
2012	PI	Outubro	2.506	01/01/2012
2013	PI	Outubro	1.269	01/01/2013
2014	PI	Outubro	1.788	01/01/2014
2015	PI	Outubro	4.068	01/01/2015
2016	PI	Outubro	2.598	01/01/2016
2017	PI	Outubro	3.004	01/01/2017
1998	PI	Novembro	424	01/01/1998
1999	PI	Novembro	334	01/01/1999
2000	PI	Novembro	450	01/01/2000
2001	PI	Novembro	1.484	01/01/2001
2002	PI	Novembro	1.174	01/01/2002
2003	PI	Novembro	1.248	01/01/2003
2004	PI	Novembro	1.798	01/01/2004
2005	PI	Novembro	1.599	01/01/2005
2006	PI	Novembro	740	01/01/2006
2007	PI	Novembro	939	01/01/2007
2008	PI	Novembro	594	01/01/2008
2009	PI	Novembro	1.336	01/01/2009
2010	PI	Novembro	1.417	01/01/2010
2011	PI	Novembro	825	01/01/2011
2012	PI	Novembro	447	01/01/2012
2013	PI	Novembro	640	01/01/2013
2014	PI	Novembro	717	01/01/2014
2015	PI	Novembro	897	01/01/2015
2016	PI	Novembro	1.126	01/01/2016
2017	PI	Novembro	449	01/01/2017
1998	PI	Dezembro	119	01/01/1998
1999	PI	Dezembro	74	01/01/1999
2000	PI	Dezembro	79	01/01/2000
2001	PI	Dezembro	230	01/01/2001
2002	PI	Dezembro	373	01/01/2002
2003	PI	Dezembro	459	01/01/2003
2004	PI	Dezembro	788	01/01/2004
2005	PI	Dezembro	486	01/01/2005
2006	PI	Dezembro	339	01/01/2006
2007	PI	Dezembro	317	01/01/2007
2008	PI	Dezembro	329	01/01/2008
2009	PI	Dezembro	570	01/01/2009
2010	PI	Dezembro	357	01/01/2010
2011	PI	Dezembro	362	01/01/2011
2012	PI	Dezembro	334	01/01/2012
2013	PI	Dezembro	468	01/01/2013
2014	PI	Dezembro	346	01/01/2014
2015	PI	Dezembro	626	01/01/2015
2016	PI	Dezembro	374	01/01/2016
1998	RJ	Janeiro	0	01/01/1998
1999	RJ	Janeiro	0	01/01/1999
2000	RJ	Janeiro	0	01/01/2000
2001	RJ	Janeiro	0	01/01/2001
2002	RJ	Janeiro	0	01/01/2002
2003	RJ	Janeiro	0	01/01/2003
2004	RJ	Janeiro	1	01/01/2004
2005	RJ	Janeiro	5	01/01/2005
2006	RJ	Janeiro	12	01/01/2006
2007	RJ	Janeiro	0	01/01/2007
2008	RJ	Janeiro	1	01/01/2008
2009	RJ	Janeiro	3	01/01/2009
2010	RJ	Janeiro	13	01/01/2010
2011	RJ	Janeiro	10	01/01/2011
2012	RJ	Janeiro	12	01/01/2012
2013	RJ	Janeiro	9	01/01/2013
2014	RJ	Janeiro	35	01/01/2014
2015	RJ	Janeiro	97	01/01/2015
2016	RJ	Janeiro	9	01/01/2016
2017	RJ	Janeiro	15	01/01/2017
1998	RJ	Fevereiro	0	01/01/1998
1999	RJ	Fevereiro	0	01/01/1999
2000	RJ	Fevereiro	1	01/01/2000
2001	RJ	Fevereiro	3	01/01/2001
2002	RJ	Fevereiro	1	01/01/2002
2003	RJ	Fevereiro	10	01/01/2003
2004	RJ	Fevereiro	8	01/01/2004
2005	RJ	Fevereiro	4	01/01/2005
2006	RJ	Fevereiro	7	01/01/2006
2007	RJ	Fevereiro	15	01/01/2007
2008	RJ	Fevereiro	2	01/01/2008
2009	RJ	Fevereiro	5	01/01/2009
2010	RJ	Fevereiro	73	01/01/2010
2011	RJ	Fevereiro	36	01/01/2011
2012	RJ	Fevereiro	11	01/01/2012
2013	RJ	Fevereiro	12	01/01/2013
2014	RJ	Fevereiro	116	01/01/2014
2015	RJ	Fevereiro	36	01/01/2015
2016	RJ	Fevereiro	16	01/01/2016
2017	RJ	Fevereiro	34	01/01/2017
1998	RJ	Março	0	01/01/1998
1999	RJ	Março	0	01/01/1999
2000	RJ	Março	0	01/01/2000
2001	RJ	Março	0	01/01/2001
2002	RJ	Março	1	01/01/2002
2003	RJ	Março	23	01/01/2003
2004	RJ	Março	4	01/01/2004
2005	RJ	Março	7	01/01/2005
2006	RJ	Março	8	01/01/2006
2007	RJ	Março	27	01/01/2007
2008	RJ	Março	2	01/01/2008
2009	RJ	Março	5	01/01/2009
2010	RJ	Março	10	01/01/2010
2011	RJ	Março	7	01/01/2011
2012	RJ	Março	20	01/01/2012
2013	RJ	Março	9	01/01/2013
2014	RJ	Março	38	01/01/2014
2015	RJ	Março	23	01/01/2015
2016	RJ	Março	16	01/01/2016
2017	RJ	Março	10	01/01/2017
1998	RJ	Abril	0	01/01/1998
1999	RJ	Abril	1	01/01/1999
2000	RJ	Abril	2	01/01/2000
2001	RJ	Abril	2	01/01/2001
2002	RJ	Abril	8	01/01/2002
2003	RJ	Abril	11	01/01/2003
2004	RJ	Abril	3	01/01/2004
2005	RJ	Abril	1	01/01/2005
2006	RJ	Abril	8	01/01/2006
2007	RJ	Abril	9	01/01/2007
2008	RJ	Abril	2	01/01/2008
2009	RJ	Abril	1	01/01/2009
2010	RJ	Abril	10	01/01/2010
2011	RJ	Abril	12	01/01/2011
2012	RJ	Abril	12	01/01/2012
2013	RJ	Abril	9	01/01/2013
2014	RJ	Abril	25	01/01/2014
2015	RJ	Abril	24	01/01/2015
2016	RJ	Abril	45	01/01/2016
2017	RJ	Abril	12	01/01/2017
1998	RJ	Maio	0	01/01/1998
1999	RJ	Maio	7	01/01/1999
2000	RJ	Maio	5	01/01/2000
2001	RJ	Maio	4	01/01/2001
2002	RJ	Maio	4	01/01/2002
2003	RJ	Maio	1	01/01/2003
2004	RJ	Maio	0	01/01/2004
2005	RJ	Maio	11	01/01/2005
2006	RJ	Maio	4	01/01/2006
2007	RJ	Maio	2	01/01/2007
2008	RJ	Maio	0	01/01/2008
2009	RJ	Maio	37	01/01/2009
2010	RJ	Maio	6	01/01/2010
2011	RJ	Maio	17	01/01/2011
2012	RJ	Maio	18	01/01/2012
2013	RJ	Maio	16	01/01/2013
2014	RJ	Maio	20	01/01/2014
2015	RJ	Maio	21	01/01/2015
2016	RJ	Maio	30	01/01/2016
2017	RJ	Maio	15	01/01/2017
1998	RJ	Junho	3	01/01/1998
1999	RJ	Junho	8	01/01/1999
2000	RJ	Junho	14	01/01/2000
2001	RJ	Junho	13	01/01/2001
2002	RJ	Junho	13	01/01/2002
2003	RJ	Junho	13	01/01/2003
2004	RJ	Junho	19	01/01/2004
2005	RJ	Junho	16	01/01/2005
2006	RJ	Junho	19	01/01/2006
2007	RJ	Junho	3	01/01/2007
2008	RJ	Junho	4	01/01/2008
2009	RJ	Junho	33	01/01/2009
2010	RJ	Junho	7	01/01/2010
2011	RJ	Junho	33	01/01/2011
2012	RJ	Junho	14	01/01/2012
2013	RJ	Junho	17	01/01/2013
2014	RJ	Junho	54	01/01/2014
2015	RJ	Junho	33	01/01/2015
2016	RJ	Junho	37	01/01/2016
2017	RJ	Junho	68	01/01/2017
1998	RJ	Julho	21	01/01/1998
1999	RJ	Julho	14	01/01/1999
2000	RJ	Julho	22	01/01/2000
2001	RJ	Julho	57	01/01/2001
2002	RJ	Julho	17	01/01/2002
2003	RJ	Julho	42	01/01/2003
2004	RJ	Julho	23	01/01/2004
2005	RJ	Julho	20	01/01/2005
2006	RJ	Julho	54	01/01/2006
2007	RJ	Julho	15	01/01/2007
2008	RJ	Julho	14	01/01/2008
2009	RJ	Julho	56	01/01/2009
2010	RJ	Julho	55	01/01/2010
2011	RJ	Julho	121	01/01/2011
2012	RJ	Julho	50	01/01/2012
2013	RJ	Julho	58	01/01/2013
2014	RJ	Julho	62	01/01/2014
2015	RJ	Julho	74	01/01/2015
2016	RJ	Julho	131	01/01/2016
2017	RJ	Julho	70	01/01/2017
1998	RJ	Agosto	21	01/01/1998
1999	RJ	Agosto	88	01/01/1999
2000	RJ	Agosto	34	01/01/2000
2001	RJ	Agosto	129	01/01/2001
2002	RJ	Agosto	184	01/01/2002
2003	RJ	Agosto	191	01/01/2003
2004	RJ	Agosto	74	01/01/2004
2005	RJ	Agosto	98	01/01/2005
2006	RJ	Agosto	79	01/01/2006
2007	RJ	Agosto	189	01/01/2007
2008	RJ	Agosto	19	01/01/2008
2009	RJ	Agosto	91	01/01/2009
2010	RJ	Agosto	316	01/01/2010
2011	RJ	Agosto	250	01/01/2011
2012	RJ	Agosto	72	01/01/2012
2013	RJ	Agosto	74	01/01/2013
2014	RJ	Agosto	199	01/01/2014
2015	RJ	Agosto	158	01/01/2015
2016	RJ	Agosto	241	01/01/2016
2017	RJ	Agosto	164	01/01/2017
1998	RJ	Setembro	44	01/01/1998
1999	RJ	Setembro	192	01/01/1999
2000	RJ	Setembro	16	01/01/2000
2001	RJ	Setembro	60	01/01/2001
2002	RJ	Setembro	45	01/01/2002
2003	RJ	Setembro	166	01/01/2003
2004	RJ	Setembro	205	01/01/2004
2005	RJ	Setembro	46	01/01/2005
2006	RJ	Setembro	197	01/01/2006
2007	RJ	Setembro	223	01/01/2007
2008	RJ	Setembro	132	01/01/2008
2009	RJ	Setembro	90	01/01/2009
2010	RJ	Setembro	353	01/01/2010
2011	RJ	Setembro	510	01/01/2011
2012	RJ	Setembro	172	01/01/2012
2013	RJ	Setembro	117	01/01/2013
2014	RJ	Setembro	318	01/01/2014
2015	RJ	Setembro	85	01/01/2015
2016	RJ	Setembro	195	01/01/2016
2017	RJ	Setembro	728	01/01/2017
1998	RJ	Outubro	6	01/01/1998
1999	RJ	Outubro	30	01/01/1999
2000	RJ	Outubro	25	01/01/2000
2001	RJ	Outubro	33	01/01/2001
2002	RJ	Outubro	313	01/01/2002
2003	RJ	Outubro	81	01/01/2003
2004	RJ	Outubro	26	01/01/2004
2005	RJ	Outubro	116	01/01/2005
2006	RJ	Outubro	12	01/01/2006
2007	RJ	Outubro	137	01/01/2007
2008	RJ	Outubro	42	01/01/2008
2009	RJ	Outubro	18	01/01/2009
2010	RJ	Outubro	35	01/01/2010
2011	RJ	Outubro	114	01/01/2011
2012	RJ	Outubro	163	01/01/2012
2013	RJ	Outubro	44	01/01/2013
2014	RJ	Outubro	500	01/01/2014
2015	RJ	Outubro	96	01/01/2015
2016	RJ	Outubro	30	01/01/2016
2017	RJ	Outubro	238	01/01/2017
1998	RJ	Novembro	6	01/01/1998
1999	RJ	Novembro	16	01/01/1999
2000	RJ	Novembro	2	01/01/2000
2001	RJ	Novembro	4	01/01/2001
2002	RJ	Novembro	11	01/01/2002
2003	RJ	Novembro	5	01/01/2003
2004	RJ	Novembro	49	01/01/2004
2005	RJ	Novembro	12	01/01/2005
2006	RJ	Novembro	1	01/01/2006
2007	RJ	Novembro	1	01/01/2007
2008	RJ	Novembro	0	01/01/2008
2009	RJ	Novembro	27	01/01/2009
2010	RJ	Novembro	23	01/01/2010
2011	RJ	Novembro	20	01/01/2011
2012	RJ	Novembro	13	01/01/2012
2013	RJ	Novembro	28	01/01/2013
2014	RJ	Novembro	36	01/01/2014
2015	RJ	Novembro	6	01/01/2015
2016	RJ	Novembro	19	01/01/2016
2017	RJ	Novembro	43	01/01/2017
1998	RJ	Dezembro	1	01/01/1998
1999	RJ	Dezembro	0	01/01/1999
2000	RJ	Dezembro	0	01/01/2000
2001	RJ	Dezembro	2	01/01/2001
2002	RJ	Dezembro	8	01/01/2002
2003	RJ	Dezembro	10	01/01/2003
2004	RJ	Dezembro	9	01/01/2004
2005	RJ	Dezembro	2	01/01/2005
2006	RJ	Dezembro	0	01/01/2006
2007	RJ	Dezembro	0	01/01/2007
2008	RJ	Dezembro	6	01/01/2008
2009	RJ	Dezembro	1	01/01/2009
2010	RJ	Dezembro	10	01/01/2010
2011	RJ	Dezembro	3	01/01/2011
2012	RJ	Dezembro	18	01/01/2012
2013	RJ	Dezembro	12	01/01/2013
2014	RJ	Dezembro	25	01/01/2014
2015	RJ	Dezembro	11	01/01/2015
2016	RJ	Dezembro	5	01/01/2016
1998	RN	Janeiro	0	01/01/1998
1999	RN	Janeiro	32	01/01/1999
2000	RN	Janeiro	1	01/01/2000
2001	RN	Janeiro	2	01/01/2001
2002	RN	Janeiro	4	01/01/2002
2003	RN	Janeiro	113	01/01/2003
2004	RN	Janeiro	44	01/01/2004
2005	RN	Janeiro	153	01/01/2005
2006	RN	Janeiro	93	01/01/2006
2007	RN	Janeiro	63	01/01/2007
2008	RN	Janeiro	70	01/01/2008
2009	RN	Janeiro	110	01/01/2009
2010	RN	Janeiro	32	01/01/2010
2011	RN	Janeiro	15	01/01/2011
2012	RN	Janeiro	72	01/01/2012
2013	RN	Janeiro	25	01/01/2013
2014	RN	Janeiro	34	01/01/2014
2015	RN	Janeiro	45	01/01/2015
2016	RN	Janeiro	15	01/01/2016
2017	RN	Janeiro	28	01/01/2017
1998	RN	Fevereiro	0	01/01/1998
1999	RN	Fevereiro	11	01/01/1999
2000	RN	Fevereiro	7	01/01/2000
2001	RN	Fevereiro	0	01/01/2001
2002	RN	Fevereiro	18	01/01/2002
2003	RN	Fevereiro	9	01/01/2003
2004	RN	Fevereiro	5	01/01/2004
2005	RN	Fevereiro	42	01/01/2005
2006	RN	Fevereiro	21	01/01/2006
2007	RN	Fevereiro	9	01/01/2007
2008	RN	Fevereiro	25	01/01/2008
2009	RN	Fevereiro	8	01/01/2009
2010	RN	Fevereiro	12	01/01/2010
2011	RN	Fevereiro	5	01/01/2011
2012	RN	Fevereiro	13	01/01/2012
2013	RN	Fevereiro	24	01/01/2013
2014	RN	Fevereiro	8	01/01/2014
2015	RN	Fevereiro	15	01/01/2015
2016	RN	Fevereiro	2	01/01/2016
2017	RN	Fevereiro	10	01/01/2017
1998	RN	Março	0	01/01/1998
1999	RN	Março	9	01/01/1999
2000	RN	Março	11	01/01/2000
2001	RN	Março	0	01/01/2001
2002	RN	Março	3	01/01/2002
2003	RN	Março	1	01/01/2003
2004	RN	Março	1	01/01/2004
2005	RN	Março	15	01/01/2005
2006	RN	Março	8	01/01/2006
2007	RN	Março	7	01/01/2007
2008	RN	Março	3	01/01/2008
2009	RN	Março	2	01/01/2009
2010	RN	Março	23	01/01/2010
2011	RN	Março	3	01/01/2011
2012	RN	Março	2	01/01/2012
2013	RN	Março	6	01/01/2013
