Ano	Estado	Mes	Numero	Periodo
2011	PA	Junho	105	01/01/2011
2012	PA	Junho	183	01/01/2012
2013	PA	Junho	173	01/01/2013
2014	PA	Junho	319	01/01/2014
2015	PA	Junho	265	01/01/2015
2016	PA	Junho	502	01/01/2016
2017	PA	Junho	679	01/01/2017
1998	PA	Julho	638	01/01/1998
1999	PA	Julho	982	01/01/1999
2000	PA	Julho	426	01/01/2000
2001	PA	Julho	708	01/01/2001
2002	PA	Julho	772	01/01/2002
2003	PA	Julho	1.571	01/01/2003
2004	PA	Julho	4.436	01/01/2004
2005	PA	Julho	4.364	01/01/2005
2006	PA	Julho	615	01/01/2006
2007	PA	Julho	476	01/01/2007
2008	PA	Julho	971	01/01/2008
2009	PA	Julho	397	01/01/2009
2010	PA	Julho	1.432	01/01/2010
2011	PA	Julho	632	01/01/2011
2012	PA	Julho	661	01/01/2012
2013	PA	Julho	447	01/01/2013
2014	PA	Julho	825	01/01/2014
2015	PA	Julho	906	01/01/2015
2016	PA	Julho	1.579	01/01/2016
2017	PA	Julho	4.985	01/01/2017
1998	PA	Agosto	6.815	01/01/1998
1999	PA	Agosto	6.178	01/01/1999
2000	PA	Agosto	5.484	01/01/2000
2001	PA	Agosto	9.043	01/01/2001
2002	PA	Agosto	15.664	01/01/2002
2003	PA	Agosto	6.255	01/01/2003
2004	PA	Agosto	12.812	01/01/2004
2005	PA	Agosto	13.055	01/01/2005
2006	PA	Agosto	7.575	01/01/2006
2007	PA	Agosto	14.352	01/01/2007
2008	PA	Agosto	4.435	01/01/2008
2009	PA	Agosto	3.859	01/01/2009
2010	PA	Agosto	18.130	01/01/2010
2011	PA	Agosto	2.195	01/01/2011
2012	PA	Agosto	6.964	01/01/2012
2013	PA	Agosto	2.161	01/01/2013
2014	PA	Agosto	8.555	01/01/2014
2015	PA	Agosto	7.913	01/01/2015
2016	PA	Agosto	4.863	01/01/2016
2017	PA	Agosto	11.962	01/01/2017
1998	PA	Setembro	6.237	01/01/1998
1999	PA	Setembro	4.419	01/01/1999
2000	PA	Setembro	2.569	01/01/2000
2001	PA	Setembro	6.139	01/01/2001
2002	PA	Setembro	5.609	01/01/2002
2003	PA	Setembro	8.447	01/01/2003
2004	PA	Setembro	9.471	01/01/2004
2005	PA	Setembro	9.032	01/01/2005
2006	PA	Setembro	8.372	01/01/2006
2007	PA	Setembro	14.590	01/01/2007
2008	PA	Setembro	6.294	01/01/2008
2009	PA	Setembro	6.051	01/01/2009
2010	PA	Setembro	10.810	01/01/2010
2011	PA	Setembro	5.185	01/01/2011
2012	PA	Setembro	6.870	01/01/2012
2013	PA	Setembro	3.360	01/01/2013
2014	PA	Setembro	6.787	01/01/2014
2015	PA	Setembro	11.068	01/01/2015
2016	PA	Setembro	3.953	01/01/2016
2017	PA	Setembro	25.004	01/01/2017
1998	PA	Outubro	3.665	01/01/1998
1999	PA	Outubro	5.026	01/01/1999
2000	PA	Outubro	4.313	01/01/2000
2001	PA	Outubro	5.096	01/01/2001
2002	PA	Outubro	5.189	01/01/2002
2003	PA	Outubro	3.803	01/01/2003
2004	PA	Outubro	4.726	01/01/2004
2005	PA	Outubro	5.083	01/01/2005
2006	PA	Outubro	5.964	01/01/2006
2007	PA	Outubro	2.504	01/01/2007
2008	PA	Outubro	6.653	01/01/2008
2009	PA	Outubro	6.342	01/01/2009
2010	PA	Outubro	3.843	01/01/2010
2011	PA	Outubro	3.141	01/01/2011
2012	PA	Outubro	3.714	01/01/2012
2013	PA	Outubro	4.921	01/01/2013
2014	PA	Outubro	6.448	01/01/2014
2015	PA	Outubro	7.781	01/01/2015
2016	PA	Outubro	5.281	01/01/2016
2017	PA	Outubro	7.628	01/01/2017
1998	PA	Novembro	1.861	01/01/1998
1999	PA	Novembro	2.682	01/01/1999
2000	PA	Novembro	3.366	01/01/2000
2001	PA	Novembro	4.938	01/01/2001
2002	PA	Novembro	7.996	01/01/2002
2003	PA	Novembro	6.195	01/01/2003
2004	PA	Novembro	9.842	01/01/2004
2005	PA	Novembro	4.968	01/01/2005
2006	PA	Novembro	2.883	01/01/2006
2007	PA	Novembro	2.890	01/01/2007
2008	PA	Novembro	2.403	01/01/2008
2009	PA	Novembro	10.012	01/01/2009
2010	PA	Novembro	4.417	01/01/2010
2011	PA	Novembro	3.043	01/01/2011
2012	PA	Novembro	6.156	01/01/2012
2013	PA	Novembro	3.688	01/01/2013
2014	PA	Novembro	7.767	01/01/2014
2015	PA	Novembro	9.643	01/01/2015
2016	PA	Novembro	7.879	01/01/2016
2017	PA	Novembro	9.079	01/01/2017
1998	PA	Dezembro	1.008	01/01/1998
1999	PA	Dezembro	766	01/01/1999
2000	PA	Dezembro	1.698	01/01/2000
2001	PA	Dezembro	2.564	01/01/2001
2002	PA	Dezembro	3.118	01/01/2002
2003	PA	Dezembro	4.787	01/01/2003
2004	PA	Dezembro	5.508	01/01/2004
2005	PA	Dezembro	1.495	01/01/2005
2006	PA	Dezembro	1.417	01/01/2006
2007	PA	Dezembro	689	01/01/2007
2008	PA	Dezembro	684	01/01/2008
2009	PA	Dezembro	2.832	01/01/2009
2010	PA	Dezembro	1.612	01/01/2010
2011	PA	Dezembro	3.218	01/01/2011
2012	PA	Dezembro	1.812	01/01/2012
2013	PA	Dezembro	5.514	01/01/2013
2014	PA	Dezembro	4.828	01/01/2014
2015	PA	Dezembro	6.610	01/01/2015
2016	PA	Dezembro	3.300	01/01/2016
1998	PB	Janeiro	0	01/01/1998
1999	PB	Janeiro	26	01/01/1999
2000	PB	Janeiro	0	01/01/2000
2001	PB	Janeiro	11	01/01/2001
2002	PB	Janeiro	5	01/01/2002
2003	PB	Janeiro	70	01/01/2003
2004	PB	Janeiro	33	01/01/2004
2005	PB	Janeiro	178	01/01/2005
2006	PB	Janeiro	83	01/01/2006
2007	PB	Janeiro	69	01/01/2007
2008	PB	Janeiro	77	01/01/2008
2009	PB	Janeiro	115	01/01/2009
2010	PB	Janeiro	46	01/01/2010
2011	PB	Janeiro	11	01/01/2011
2012	PB	Janeiro	61	01/01/2012
2013	PB	Janeiro	38	01/01/2013
2014	PB	Janeiro	75	01/01/2014
2015	PB	Janeiro	42	01/01/2015
2016	PB	Janeiro	18	01/01/2016
2017	PB	Janeiro	23	01/01/2017
1998	PB	Fevereiro	0	01/01/1998
1999	PB	Fevereiro	2	01/01/1999
2000	PB	Fevereiro	11	01/01/2000
2001	PB	Fevereiro	6	01/01/2001
2002	PB	Fevereiro	18	01/01/2002
2003	PB	Fevereiro	3	01/01/2003
2004	PB	Fevereiro	3	01/01/2004
2005	PB	Fevereiro	15	01/01/2005
2006	PB	Fevereiro	7	01/01/2006
2007	PB	Fevereiro	7	01/01/2007
2008	PB	Fevereiro	20	01/01/2008
2009	PB	Fevereiro	9	01/01/2009
2010	PB	Fevereiro	15	01/01/2010
2011	PB	Fevereiro	5	01/01/2011
2012	PB	Fevereiro	15	01/01/2012
2013	PB	Fevereiro	9	01/01/2013
2014	PB	Fevereiro	6	01/01/2014
2015	PB	Fevereiro	15	01/01/2015
2016	PB	Fevereiro	4	01/01/2016
2017	PB	Fevereiro	8	01/01/2017
1998	PB	Março	0	01/01/1998
1999	PB	Março	1	01/01/1999
2000	PB	Março	5	01/01/2000
2001	PB	Março	0	01/01/2001
2002	PB	Março	3	01/01/2002
2003	PB	Março	0	01/01/2003
2004	PB	Março	3	01/01/2004
2005	PB	Março	13	01/01/2005
2006	PB	Março	4	01/01/2006
2007	PB	Março	1	01/01/2007
2008	PB	Março	8	01/01/2008
2009	PB	Março	2	01/01/2009
2010	PB	Março	16	01/01/2010
2011	PB	Março	6	01/01/2011
2012	PB	Março	4	01/01/2012
2013	PB	Março	3	01/01/2013
2014	PB	Março	18	01/01/2014
2015	PB	Março	7	01/01/2015
2016	PB	Março	1	01/01/2016
2017	PB	Março	2	01/01/2017
1998	PB	Abril	0	01/01/1998
1999	PB	Abril	3	01/01/1999
2000	PB	Abril	1	01/01/2000
2001	PB	Abril	0	01/01/2001
2002	PB	Abril	1	01/01/2002
2003	PB	Abril	0	01/01/2003
2004	PB	Abril	3	01/01/2004
2005	PB	Abril	2	01/01/2005
2006	PB	Abril	0	01/01/2006
2007	PB	Abril	0	01/01/2007
2008	PB	Abril	0	01/01/2008
2009	PB	Abril	1	01/01/2009
2010	PB	Abril	2	01/01/2010
2011	PB	Abril	2	01/01/2011
2012	PB	Abril	13	01/01/2012
2013	PB	Abril	6	01/01/2013
2014	PB	Abril	8	01/01/2014
2015	PB	Abril	11	01/01/2015
2016	PB	Abril	1	01/01/2016
2017	PB	Abril	1	01/01/2017
1998	PB	Maio	0	01/01/1998
1999	PB	Maio	0	01/01/1999
2000	PB	Maio	0	01/01/2000
2001	PB	Maio	4	01/01/2001
2002	PB	Maio	1	01/01/2002
2003	PB	Maio	0	01/01/2003
2004	PB	Maio	1	01/01/2004
2005	PB	Maio	0	01/01/2005
2006	PB	Maio	0	01/01/2006
2007	PB	Maio	0	01/01/2007
2008	PB	Maio	0	01/01/2008
2009	PB	Maio	0	01/01/2009
2010	PB	Maio	10	01/01/2010
2011	PB	Maio	0	01/01/2011
2012	PB	Maio	10	01/01/2012
2013	PB	Maio	3	01/01/2013
2014	PB	Maio	1	01/01/2014
2015	PB	Maio	6	01/01/2015
2016	PB	Maio	1	01/01/2016
2017	PB	Maio	1	01/01/2017
1998	PB	Junho	3	01/01/1998
1999	PB	Junho	1	01/01/1999
2000	PB	Junho	2	01/01/2000
2001	PB	Junho	0	01/01/2001
2002	PB	Junho	1	01/01/2002
2003	PB	Junho	0	01/01/2003
2004	PB	Junho	0	01/01/2004
2005	PB	Junho	0	01/01/2005
2006	PB	Junho	0	01/01/2006
2007	PB	Junho	0	01/01/2007
2008	PB	Junho	0	01/01/2008
2009	PB	Junho	0	01/01/2009
2010	PB	Junho	3	01/01/2010
2011	PB	Junho	2	01/01/2011
2012	PB	Junho	5	01/01/2012
2013	PB	Junho	3	01/01/2013
2014	PB	Junho	1	01/01/2014
2015	PB	Junho	0	01/01/2015
2016	PB	Junho	4	01/01/2016
2017	PB	Junho	0	01/01/2017
1998	PB	Julho	0	01/01/1998
1999	PB	Julho	1	01/01/1999
2000	PB	Julho	0	01/01/2000
2001	PB	Julho	8	01/01/2001
2002	PB	Julho	8	01/01/2002
2003	PB	Julho	6	01/01/2003
2004	PB	Julho	1	01/01/2004
2005	PB	Julho	0	01/01/2005
2006	PB	Julho	1	01/01/2006
2007	PB	Julho	1	01/01/2007
2008	PB	Julho	0	01/01/2008
2009	PB	Julho	3	01/01/2009
2010	PB	Julho	7	01/01/2010
2011	PB	Julho	6	01/01/2011
2012	PB	Julho	5	01/01/2012
2013	PB	Julho	1	01/01/2013
2014	PB	Julho	9	01/01/2014
2015	PB	Julho	3	01/01/2015
2016	PB	Julho	22	01/01/2016
2017	PB	Julho	2	01/01/2017
1998	PB	Agosto	3	01/01/1998
1999	PB	Agosto	4	01/01/1999
2000	PB	Agosto	7	01/01/2000
2001	PB	Agosto	34	01/01/2001
2002	PB	Agosto	38	01/01/2002
2003	PB	Agosto	14	01/01/2003
2004	PB	Agosto	18	01/01/2004
2005	PB	Agosto	0	01/01/2005
2006	PB	Agosto	3	01/01/2006
2007	PB	Agosto	8	01/01/2007
2008	PB	Agosto	1	01/01/2008
2009	PB	Agosto	4	01/01/2009
2010	PB	Agosto	9	01/01/2010
2011	PB	Agosto	12	01/01/2011
2012	PB	Agosto	13	01/01/2012
2013	PB	Agosto	3	01/01/2013
2014	PB	Agosto	30	01/01/2014
2015	PB	Agosto	5	01/01/2015
2016	PB	Agosto	50	01/01/2016
2017	PB	Agosto	3	01/01/2017
1998	PB	Setembro	50	01/01/1998
1999	PB	Setembro	14	01/01/1999
2000	PB	Setembro	9	01/01/2000
2001	PB	Setembro	98	01/01/2001
2002	PB	Setembro	63	01/01/2002
2003	PB	Setembro	81	01/01/2003
2004	PB	Setembro	34	01/01/2004
2005	PB	Setembro	13	01/01/2005
2006	PB	Setembro	27	01/01/2006
2007	PB	Setembro	22	01/01/2007
2008	PB	Setembro	21	01/01/2008
2009	PB	Setembro	28	01/01/2009
2010	PB	Setembro	37	01/01/2010
2011	PB	Setembro	55	01/01/2011
2012	PB	Setembro	71	01/01/2012
2013	PB	Setembro	25	01/01/2013
2014	PB	Setembro	51	01/01/2014
2015	PB	Setembro	48	01/01/2015
2016	PB	Setembro	131	01/01/2016
2017	PB	Setembro	30	01/01/2017
1998	PB	Outubro	179	01/01/1998
1999	PB	Outubro	48	01/01/1999
2000	PB	Outubro	125	01/01/2000
2001	PB	Outubro	279	01/01/2001
2002	PB	Outubro	193	01/01/2002
2003	PB	Outubro	381	01/01/2003
2004	PB	Outubro	190	01/01/2004
2005	PB	Outubro	155	01/01/2005
2006	PB	Outubro	135	01/01/2006
2007	PB	Outubro	111	01/01/2007
2008	PB	Outubro	80	01/01/2008
2009	PB	Outubro	117	01/01/2009
2010	PB	Outubro	150	01/01/2010
2011	PB	Outubro	200	01/01/2011
2012	PB	Outubro	136	01/01/2012
2013	PB	Outubro	58	01/01/2013
2014	PB	Outubro	70	01/01/2014
2015	PB	Outubro	121	01/01/2015
2016	PB	Outubro	304	01/01/2016
2017	PB	Outubro	123	01/01/2017
1998	PB	Novembro	46	01/01/1998
1999	PB	Novembro	38	01/01/1999
2000	PB	Novembro	65	01/01/2000
2001	PB	Novembro	294	01/01/2001
2002	PB	Novembro	238	01/01/2002
2003	PB	Novembro	538	01/01/2003
2004	PB	Novembro	331	01/01/2004
2005	PB	Novembro	280	01/01/2005
2006	PB	Novembro	215	01/01/2006
2007	PB	Novembro	256	01/01/2007
2008	PB	Novembro	175	01/01/2008
2009	PB	Novembro	428	01/01/2009
2010	PB	Novembro	451	01/01/2010
2011	PB	Novembro	359	01/01/2011
2012	PB	Novembro	130	01/01/2012
2013	PB	Novembro	95	01/01/2013
2014	PB	Novembro	111	01/01/2014
2015	PB	Novembro	206	01/01/2015
2016	PB	Novembro	132	01/01/2016
2017	PB	Novembro	101	01/01/2017
1998	PB	Dezembro	51	01/01/1998
1999	PB	Dezembro	40	01/01/1999
2000	PB	Dezembro	34	01/01/2000
2001	PB	Dezembro	70	01/01/2001
2002	PB	Dezembro	163	01/01/2002
2003	PB	Dezembro	288	01/01/2003
2004	PB	Dezembro	351	01/01/2004
2005	PB	Dezembro	159	01/01/2005
2006	PB	Dezembro	196	01/01/2006
2007	PB	Dezembro	133	01/01/2007
2008	PB	Dezembro	187	01/01/2008
2009	PB	Dezembro	270	01/01/2009
2010	PB	Dezembro	65	01/01/2010
2011	PB	Dezembro	179	01/01/2011
2012	PB	Dezembro	62	01/01/2012
2013	PB	Dezembro	78	01/01/2013
2014	PB	Dezembro	62	01/01/2014
2015	PB	Dezembro	122	01/01/2015
2016	PB	Dezembro	8	01/01/2016
1998	PR	Janeiro	0	01/01/1998
1999	PR	Janeiro	7	01/01/1999
2000	PR	Janeiro	49	01/01/2000
2001	PR	Janeiro	32	01/01/2001
2002	PR	Janeiro	47	01/01/2002
2003	PR	Janeiro	109	01/01/2003
2004	PR	Janeiro	88	01/01/2004
2005	PR	Janeiro	55	01/01/2005
2006	PR	Janeiro	78	01/01/2006
2007	PR	Janeiro	11	01/01/2007
2008	PR	Janeiro	35	01/01/2008
2009	PR	Janeiro	35	01/01/2009
2010	PR	Janeiro	18	01/01/2010
2011	PR	Janeiro	35	01/01/2011
2012	PR	Janeiro	31	01/01/2012
2013	PR	Janeiro	28	01/01/2013
2014	PR	Janeiro	86	01/01/2014
2015	PR	Janeiro	120	01/01/2015
2016	PR	Janeiro	113	01/01/2016
2017	PR	Janeiro	55	01/01/2017
1998	PR	Fevereiro	0	01/01/1998
1999	PR	Fevereiro	22	01/01/1999
2000	PR	Fevereiro	67	01/01/2000
2001	PR	Fevereiro	8	01/01/2001
2002	PR	Fevereiro	24	01/01/2002
2003	PR	Fevereiro	46	01/01/2003
2004	PR	Fevereiro	42	01/01/2004
2005	PR	Fevereiro	77	01/01/2005
2006	PR	Fevereiro	60	01/01/2006
2007	PR	Fevereiro	32	01/01/2007
2008	PR	Fevereiro	38	01/01/2008
2009	PR	Fevereiro	21	01/01/2009
2010	PR	Fevereiro	46	01/01/2010
2011	PR	Fevereiro	8	01/01/2011
2012	PR	Fevereiro	40	01/01/2012
2013	PR	Fevereiro	9	01/01/2013
2014	PR	Fevereiro	52	01/01/2014
2015	PR	Fevereiro	58	01/01/2015
2016	PR	Fevereiro	31	01/01/2016
2017	PR	Fevereiro	60	01/01/2017
1998	PR	Março	0	01/01/1998
1999	PR	Março	40	01/01/1999
2000	PR	Março	52	01/01/2000
2001	PR	Março	12	01/01/2001
2002	PR	Março	18	01/01/2002
2003	PR	Março	76	01/01/2003
2004	PR	Março	83	01/01/2004
2005	PR	Março	84	01/01/2005
2006	PR	Março	56	01/01/2006
2007	PR	Março	54	01/01/2007
2008	PR	Março	43	01/01/2008
2009	PR	Março	57	01/01/2009
2010	PR	Março	22	01/01/2010
2011	PR	Março	21	01/01/2011
2012	PR	Março	55	01/01/2012
2013	PR	Março	18	01/01/2013
2014	PR	Março	42	01/01/2014
2015	PR	Março	55	01/01/2015
2016	PR	Março	63	01/01/2016
2017	PR	Março	43	01/01/2017
1998	PR	Abril	0	01/01/1998
1999	PR	Abril	39	01/01/1999
2000	PR	Abril	51	01/01/2000
2001	PR	Abril	43	01/01/2001
2002	PR	Abril	84	01/01/2002
2003	PR	Abril	130	01/01/2003
2004	PR	Abril	68	01/01/2004
2005	PR	Abril	22	01/01/2005
2006	PR	Abril	49	01/01/2006
2007	PR	Abril	14	01/01/2007
2008	PR	Abril	62	01/01/2008
2009	PR	Abril	80	01/01/2009
2010	PR	Abril	71	01/01/2010
2011	PR	Abril	38	01/01/2011
2012	PR	Abril	38	01/01/2012
2013	PR	Abril	72	01/01/2013
2014	PR	Abril	38	01/01/2014
2015	PR	Abril	83	01/01/2015
2016	PR	Abril	167	01/01/2016
2017	PR	Abril	77	01/01/2017
1998	PR	Maio	0	01/01/1998
1999	PR	Maio	57	01/01/1999
2000	PR	Maio	43	01/01/2000
2001	PR	Maio	26	01/01/2001
2002	PR	Maio	65	01/01/2002
2003	PR	Maio	115	01/01/2003
2004	PR	Maio	9	01/01/2004
2005	PR	Maio	125	01/01/2005
2006	PR	Maio	90	01/01/2006
2007	PR	Maio	14	01/01/2007
2008	PR	Maio	41	01/01/2008
2009	PR	Maio	117	01/01/2009
2010	PR	Maio	39	01/01/2010
2011	PR	Maio	97	01/01/2011
2012	PR	Maio	86	01/01/2012
2013	PR	Maio	85	01/01/2013
2014	PR	Maio	109	01/01/2014
2015	PR	Maio	77	01/01/2015
2016	PR	Maio	72	01/01/2016
2017	PR	Maio	49	01/01/2017
1998	PR	Junho	36	01/01/1998
1999	PR	Junho	31	01/01/1999
2000	PR	Junho	53	01/01/2000
2001	PR	Junho	43	01/01/2001
2002	PR	Junho	115	01/01/2002
2003	PR	Junho	159	01/01/2003
2004	PR	Junho	147	01/01/2004
2005	PR	Junho	114	01/01/2005
2006	PR	Junho	62	01/01/2006
2007	PR	Junho	57	01/01/2007
2008	PR	Junho	17	01/01/2008
2009	PR	Junho	105	01/01/2009
2010	PR	Junho	55	01/01/2010
2011	PR	Junho	162	01/01/2011
2012	PR	Junho	77	01/01/2012
2013	PR	Junho	52	01/01/2013
2014	PR	Junho	112	01/01/2014
2015	PR	Junho	201	01/01/2015
2016	PR	Junho	238	01/01/2016
2017	PR	Junho	169	01/01/2017
1998	PR	Julho	59	01/01/1998
1999	PR	Julho	94	01/01/1999
2000	PR	Julho	98	01/01/2000
2001	PR	Julho	122	01/01/2001
2002	PR	Julho	172	01/01/2002
2003	PR	Julho	101	01/01/2003
2004	PR	Julho	148	01/01/2004
2005	PR	Julho	155	01/01/2005
2006	PR	Julho	139	01/01/2006
2007	PR	Julho	60	01/01/2007
2008	PR	Julho	87	01/01/2008
2009	PR	Julho	34	01/01/2009
2010	PR	Julho	196	01/01/2010
2011	PR	Julho	262	01/01/2011
2012	PR	Julho	111	01/01/2012
2013	PR	Julho	168	01/01/2013
2014	PR	Julho	215	01/01/2014
2015	PR	Julho	137	01/01/2015
2016	PR	Julho	504	01/01/2016
2017	PR	Julho	891	01/01/2017
1998	PR	Agosto	42	01/01/1998
1999	PR	Agosto	938	01/01/1999
2000	PR	Agosto	849	01/01/2000
2001	PR	Agosto	342	01/01/2001
2002	PR	Agosto	1.593	01/01/2002
2003	PR	Agosto	1.896	01/01/2003
2004	PR	Agosto	1.237	01/01/2004
2005	PR	Agosto	800	01/01/2005
2006	PR	Agosto	844	01/01/2006
2007	PR	Agosto	580	01/01/2007
2008	PR	Agosto	205	01/01/2008
2009	PR	Agosto	844	01/01/2009
2010	PR	Agosto	733	01/01/2010
2011	PR	Agosto	435	01/01/2011
2012	PR	Agosto	522	01/01/2012
2013	PR	Agosto	481	01/01/2013
2014	PR	Agosto	646	01/01/2014
2015	PR	Agosto	651	01/01/2015
2016	PR	Agosto	1.010	01/01/2016
2017	PR	Agosto	987	01/01/2017
1998	PR	Setembro	61	01/01/1998
1999	PR	Setembro	878	01/01/1999
2000	PR	Setembro	381	01/01/2000
2001	PR	Setembro	258	01/01/2001
2002	PR	Setembro	1.071	01/01/2002
2003	PR	Setembro	2.446	01/01/2003
2004	PR	Setembro	1.360	01/01/2004
2005	PR	Setembro	386	01/01/2005
2006	PR	Setembro	866	01/01/2006
2007	PR	Setembro	960	01/01/2007
2008	PR	Setembro	413	01/01/2008
2009	PR	Setembro	149	01/01/2009
2010	PR	Setembro	270	01/01/2010
2011	PR	Setembro	913	01/01/2011
2012	PR	Setembro	459	01/01/2012
2013	PR	Setembro	476	01/01/2013
2014	PR	Setembro	443	01/01/2014
2015	PR	Setembro	599	01/01/2015
2016	PR	Setembro	1.371	01/01/2016
2017	PR	Setembro	1.706	01/01/2017
1998	PR	Outubro	61	01/01/1998
1999	PR	Outubro	452	01/01/1999
2000	PR	Outubro	658	01/01/2000
2001	PR	Outubro	209	01/01/2001
2002	PR	Outubro	399	01/01/2002
2003	PR	Outubro	1.228	01/01/2003
2004	PR	Outubro	666	01/01/2004
2005	PR	Outubro	157	01/01/2005
2006	PR	Outubro	327	01/01/2006
2007	PR	Outubro	194	01/01/2007
2008	PR	Outubro	78	01/01/2008
2009	PR	Outubro	424	01/01/2009
2010	PR	Outubro	230	01/01/2010
2011	PR	Outubro	256	01/01/2011
2012	PR	Outubro	145	01/01/2012
2013	PR	Outubro	233	01/01/2013
2014	PR	Outubro	411	01/01/2014
2015	PR	Outubro	158	01/01/2015
2016	PR	Outubro	193	01/01/2016
2017	PR	Outubro	134	01/01/2017
1998	PR	Novembro	143	01/01/1998
1999	PR	Novembro	447	01/01/1999
2000	PR	Novembro	85	01/01/2000
2001	PR	Novembro	89	01/01/2001
2002	PR	Novembro	425	01/01/2002
2003	PR	Novembro	503	01/01/2003
2004	PR	Novembro	388	01/01/2004
2005	PR	Novembro	597	01/01/2005
2006	PR	Novembro	60	01/01/2006
2007	PR	Novembro	59	01/01/2007
2008	PR	Novembro	39	01/01/2008
2009	PR	Novembro	90	01/01/2009
2010	PR	Novembro	183	01/01/2010
2011	PR	Novembro	138	01/01/2011
2012	PR	Novembro	142	01/01/2012
2013	PR	Novembro	126	01/01/2013
2014	PR	Novembro	68	01/01/2014
2015	PR	Novembro	18	01/01/2015
2016	PR	Novembro	275	01/01/2016
2017	PR	Novembro	292	01/01/2017
1998	PR	Dezembro	82	01/01/1998
1999	PR	Dezembro	254	01/01/1999
2000	PR	Dezembro	159	01/01/2000
2001	PR	Dezembro	85	01/01/2001
2002	PR	Dezembro	165	01/01/2002
2003	PR	Dezembro	171	01/01/2003
2004	PR	Dezembro	151	01/01/2004
2005	PR	Dezembro	40	01/01/2005
2006	PR	Dezembro	6	01/01/2006
2007	PR	Dezembro	22	01/01/2007
2008	PR	Dezembro	62	01/01/2008
2009	PR	Dezembro	30	01/01/2009
2010	PR	Dezembro	37	01/01/2010
2011	PR	Dezembro	78	01/01/2011
2012	PR	Dezembro	54	01/01/2012
2013	PR	Dezembro	155	01/01/2013
2014	PR	Dezembro	78	01/01/2014
2015	PR	Dezembro	30	01/01/2015
2016	PR	Dezembro	45	01/01/2016
1998	PE	Janeiro	0	01/01/1998
1999	PE	Janeiro	102	01/01/1999
2000	PE	Janeiro	3	01/01/2000
2001	PE	Janeiro	7	01/01/2001
2002	PE	Janeiro	10	01/01/2002
2003	PE	Janeiro	188	01/01/2003
2004	PE	Janeiro	29	01/01/2004
2005	PE	Janeiro	221	01/01/2005
2006	PE	Janeiro	148	01/01/2006
2007	PE	Janeiro	156	01/01/2007
2008	PE	Janeiro	170	01/01/2008
2009	PE	Janeiro	256	01/01/2009
2010	PE	Janeiro	47	01/01/2010
2011	PE	Janeiro	49	01/01/2011
2012	PE	Janeiro	146	01/01/2012
2013	PE	Janeiro	55	01/01/2013
2014	PE	Janeiro	99	01/01/2014
2015	PE	Janeiro	109	01/01/2015
2016	PE	Janeiro	24	01/01/2016
2017	PE	Janeiro	52	01/01/2017
1998	PE	Fevereiro	0	01/01/1998
1999	PE	Fevereiro	13	01/01/1999
2000	PE	Fevereiro	4	01/01/2000
2001	PE	Fevereiro	2	01/01/2001
2002	PE	Fevereiro	19	01/01/2002
2003	PE	Fevereiro	35	01/01/2003
2004	PE	Fevereiro	8	01/01/2004
2005	PE	Fevereiro	33	01/01/2005
2006	PE	Fevereiro	41	01/01/2006
2007	PE	Fevereiro	21	01/01/2007
2008	PE	Fevereiro	48	01/01/2008
2009	PE	Fevereiro	28	01/01/2009
2010	PE	Fevereiro	33	01/01/2010
2011	PE	Fevereiro	25	01/01/2011
2012	PE	Fevereiro	64	01/01/2012
2013	PE	Fevereiro	29	01/01/2013
2014	PE	Fevereiro	25	01/01/2014
2015	PE	Fevereiro	55	01/01/2015
2016	PE	Fevereiro	19	01/01/2016
2017	PE	Fevereiro	23	01/01/2017
1998	PE	Março	0	01/01/1998
1999	PE	Março	27	01/01/1999
2000	PE	Março	14	01/01/2000
2001	PE	Março	0	01/01/2001
2002	PE	Março	24	01/01/2002
2003	PE	Março	9	01/01/2003
2004	PE	Março	6	01/01/2004
2005	PE	Março	45	01/01/2005
2006	PE	Março	18	01/01/2006
2007	PE	Março	4	01/01/2007
2008	PE	Março	32	01/01/2008
2009	PE	Março	15	01/01/2009
2010	PE	Março	59	01/01/2010
2011	PE	Março	39	01/01/2011
2012	PE	Março	44	01/01/2012
2013	PE	Março	40	01/01/2013
2014	PE	Março	36	01/01/2014
2015	PE	Março	33	01/01/2015
2016	PE	Março	4	01/01/2016
2017	PE	Março	7	01/01/2017
1998	PE	Abril	0	01/01/1998
1999	PE	Abril	2	01/01/1999
2000	PE	Abril	1	01/01/2000
2001	PE	Abril	2	01/01/2001
2002	PE	Abril	5	01/01/2002
2003	PE	Abril	7	01/01/2003
2004	PE	Abril	5	01/01/2004
2005	PE	Abril	1	01/01/2005
2006	PE	Abril	2	01/01/2006
2007	PE	Abril	1	01/01/2007
2008	PE	Abril	5	01/01/2008
2009	PE	Abril	3	01/01/2009
2010	PE	Abril	2	01/01/2010
2011	PE	Abril	22	01/01/2011
2012	PE	Abril	46	01/01/2012
2013	PE	Abril	11	01/01/2013
2014	PE	Abril	10	01/01/2014
2015	PE	Abril	30	01/01/2015
2016	PE	Abril	8	01/01/2016
2017	PE	Abril	9	01/01/2017
1998	PE	Maio	0	01/01/1998
1999	PE	Maio	6	01/01/1999
2000	PE	Maio	7	01/01/2000
2001	PE	Maio	5	01/01/2001
2002	PE	Maio	13	01/01/2002
2003	PE	Maio	1	01/01/2003
2004	PE	Maio	2	01/01/2004
2005	PE	Maio	1	01/01/2005
